Suburb,Rooms,Type,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price
Altona North,4,h,S,27/06/2016,11.1,3025,4,1,3,668,,,-37.8262,144.8439,Western Metropolitan,5132,760000
Altona North,4,t,S,27/06/2016,11.1,3025,4,3,1,252,,,-37.8393,144.8568,Western Metropolitan,5132,847500
Altona North,4,h,SP,27/11/2016,11.1,3025,4,1,4,633,158,1960,-37.8375,144.8541,Western Metropolitan,5132,1200000
Altona North,3,h,SP,27/11/2016,11.1,3025,3,1,1,557,,,-37.8441,144.8505,Western Metropolitan,5132,700000
Altona North,3,h,PI,28/05/2016,11.1,3025,3,1,1,536,,,-37.8285,144.8351,Western Metropolitan,5132,625000
Altona North,2,u,S,28/08/2016,11.1,3025,2,1,1,153,70,1970,-37.8332,144.8649,Western Metropolitan,5132,292000
Armadale,2,u,S,3/9/2016,6.3,3143,2,1,1,0,76,1964,-37.8543,145.0262,Southern Metropolitan,4836,599000
Armadale,2,u,VB,3/12/2016,6.3,3143,2,1,0,861,,,-37.8539,145.0284,Southern Metropolitan,4836,550000
Armadale,3,u,S,3/12/2016,6.3,3143,3,2,2,0,100,1998,-37.8552,145.016,Southern Metropolitan,4836,995000
Armadale,3,t,S,3/12/2016,6.3,3143,3,2,2,101,105,2000,-37.854,145.0135,Southern Metropolitan,4836,1205000
Armadale,3,h,S,3/12/2016,6.3,3143,3,2,2,296,150,1889,-37.8614,145.0274,Southern Metropolitan,4836,1939000
Armadale,1,u,S,3/12/2016,6.3,3143,1,1,0,0,,,-37.853,145.0167,Southern Metropolitan,4836,421500
Armadale,3,h,S,4/3/2017,6.3,3143,3,1,1,217,116,1888,-37.8592,145.0182,Southern Metropolitan,4836,1870000
Armadale,2,u,S,4/3/2017,6.3,3143,2,1,2,0,,,-37.8538,145.0127,Southern Metropolitan,4836,678000
Armadale,3,t,SP,4/3/2017,6.3,3143,3,2,2,0,165,1995,-37.8537,145.0267,Southern Metropolitan,4836,1918000
Armadale,2,u,SP,4/3/2017,6.3,3143,2,1,1,0,,,-37.8619,145.0257,Southern Metropolitan,4836,660000
Armadale,3,h,S,4/3/2017,6.3,3143,3,2,1,205,116,1910,-37.8574,145.0281,Southern Metropolitan,4836,2050000
Armadale,2,u,VB,4/6/2016,6.3,3143,2,1,2,0,,,-37.8552,145.016,Southern Metropolitan,4836,700000
Armadale,2,u,S,4/6/2016,6.3,3143,3,2,2,0,,2006,-37.8555,145.0291,Southern Metropolitan,4836,3625000
Armadale,4,h,VB,4/6/2016,6.3,3143,4,2,2,1581,,1934,-37.858,145.0111,Southern Metropolitan,4836,3000000
Armadale,5,h,PI,7/5/2016,6.3,3143,8,2,2,693,,,-37.8638,145.0229,Southern Metropolitan,4836,1525000
Armadale,3,u,PI,7/5/2016,6.3,3143,3,2,1,2113,14,1970,-37.8543,145.0262,Southern Metropolitan,4836,735000
Armadale,2,u,S,7/5/2016,6.3,3143,2,1,1,0,,,-37.8528,145.0268,Southern Metropolitan,4836,825000
Armadale,3,t,S,7/5/2016,6.3,3143,2,2,2,246,,,-37.8566,145.0116,Southern Metropolitan,4836,1586000
Armadale,2,u,S,8/10/2016,6.3,3143,3,1,1,0,,1960,-37.8596,145.0198,Southern Metropolitan,4836,645000
Armadale,1,h,SP,8/10/2016,6.3,3143,2,2,1,144,107,1900,-37.8564,145.0228,Southern Metropolitan,4836,1435000
Armadale,1,u,PI,10/9/2016,6.3,3143,1,1,1,0,38,1975,-37.8619,145.0185,Southern Metropolitan,4836,280000
Armadale,1,u,PI,10/12/2016,6.3,3143,1,1,1,0,,,-37.8605,145.0185,Southern Metropolitan,4836,400000
Armadale,2,h,S,10/12/2016,6.3,3143,2,2,2,0,,,-37.8537,145.0267,Southern Metropolitan,4836,1780000
Armadale,2,u,S,10/12/2016,6.3,3143,2,1,1,0,73,1970,-37.8574,145.0174,Southern Metropolitan,4836,592500
Armadale,2,h,S,12/11/2016,6.3,3143,2,1,0,249,96,1910,-37.8543,145.016,Southern Metropolitan,4836,1210000
Armadale,4,h,S,12/11/2016,6.3,3143,4,2,2,624,222,1900,-37.8536,145.0173,Southern Metropolitan,4836,2801000
Armadale,1,u,S,14/05/2016,6.3,3143,1,1,0,881,,,-37.8614,145.0222,Southern Metropolitan,4836,390000
Armadale,3,h,PI,15/10/2016,6.3,3143,3,2,2,405,121,1910,-37.8545,145.0145,Southern Metropolitan,4836,1800000
Armadale,4,h,PI,15/10/2016,6.3,3143,4,1,2,495,163,1900,-37.8613,145.0264,Southern Metropolitan,4836,2200000
Armadale,1,u,S,16/04/2016,6.3,3143,1,1,1,0,,,-37.8537,145.0114,Southern Metropolitan,4836,324000
Armadale,6,h,S,17/09/2016,6.3,3143,5,3,4,1491,516,1935,-37.8602,145.013,Southern Metropolitan,4836,5525000
Armadale,2,h,S,17/09/2016,6.3,3143,3,1,2,169,,,-37.851,145.0161,Southern Metropolitan,4836,1125000
Armadale,3,h,S,17/09/2016,6.3,3143,3,3,1,301,,,-37.8511,145.0167,Southern Metropolitan,4836,2250000
Armadale,3,h,S,18/03/2017,6.3,3143,3,2,0,336,,,-37.8558,145.015,Southern Metropolitan,4836,2360000
Armadale,2,h,VB,18/03/2017,6.3,3143,2,2,0,207,,,-37.8571,145.0224,Southern Metropolitan,4836,1900000
Armadale,1,u,SP,18/03/2017,6.3,3143,1,1,1,0,53,1970,-37.8531,145.0115,Southern Metropolitan,4836,440000
Armadale,2,u,PI,18/06/2016,6.3,3143,2,1,1,0,,1966,-37.8646,145.0247,Southern Metropolitan,4836,490000
Armadale,3,h,S,18/06/2016,6.3,3143,3,2,1,316,,,-37.8521,145.019,Southern Metropolitan,4836,2365000
Armadale,3,h,VB,18/06/2016,6.3,3143,2,1,2,212,106,1900,-37.8542,145.0149,Southern Metropolitan,4836,1300000
Armadale,3,u,S,18/06/2016,6.3,3143,3,2,2,0,,,-37.8597,145.0104,Southern Metropolitan,4836,732000
Armadale,2,u,SP,19/11/2016,6.3,3143,2,1,1,0,74,1969,-37.8573,145.0186,Southern Metropolitan,4836,704000
Armadale,2,u,VB,19/11/2016,6.3,3143,3,1,1,0,98,1970,-37.8596,145.0198,Southern Metropolitan,4836,620000
Armadale,3,h,S,22/05/2016,6.3,3143,3,1,2,328,108,1900,-37.8559,145.0158,Southern Metropolitan,4836,1900000
Armadale,1,u,SP,22/08/2016,6.3,3143,1,1,1,0,,,-37.8575,145.0174,Southern Metropolitan,4836,315000
Armadale,1,u,PI,24/09/2016,6.3,3143,1,1,1,0,,,-37.8509,145.0203,Southern Metropolitan,4836,450000
Armadale,2,u,S,25/02/2017,6.3,3143,2,1,1,2471,80,1970,-37.8573,145.0186,Southern Metropolitan,4836,710000
Armadale,2,u,S,25/02/2017,6.3,3143,2,1,1,1194,,1953,-37.8604,145.0147,Southern Metropolitan,4836,872000
Armadale,2,u,S,25/02/2017,6.3,3143,2,1,1,0,88,1970,-37.8593,145.0156,Southern Metropolitan,4836,598000
Armadale,3,h,S,25/02/2017,6.3,3143,3,1,2,186,80,1920,-37.8554,145.0173,Southern Metropolitan,4836,1285000
Armadale,4,h,S,25/02/2017,6.3,3143,4,3,2,421,,,-37.8593,145.0275,Southern Metropolitan,4836,3660000
Armadale,2,u,S,27/06/2016,6.3,3143,1,1,1,0,76,1970,-37.8618,145.0183,Southern Metropolitan,4836,520000
Armadale,4,h,S,27/11/2016,6.3,3143,4,1,2,709,251,1900,-37.8574,145.016,Southern Metropolitan,4836,3625000
Armadale,4,h,VB,27/11/2016,6.3,3143,4,3,3,563,333,2000,-37.8582,145.0138,Southern Metropolitan,4836,4200000
Armadale,3,t,S,27/11/2016,6.3,3143,3,1,2,103,3,2000,-37.8542,145.0135,Southern Metropolitan,4836,1101000
Armadale,3,h,S,27/11/2016,6.3,3143,3,2,2,617,285,1998,-37.8557,145.0264,Southern Metropolitan,4836,3512500
Armadale,4,h,PI,28/05/2016,6.3,3143,4,3,4,544,,,-37.8611,145.0195,Southern Metropolitan,4836,2000000
Armadale,3,u,S,28/05/2016,6.3,3143,2,1,1,0,91,1940,-37.853,145.0264,Southern Metropolitan,4836,869000
Armadale,5,h,S,28/08/2016,6.3,3143,5,2,2,617,,,-37.8611,145.0271,Southern Metropolitan,4836,2810000
Armadale,2,u,S,28/08/2016,6.3,3143,3,1,1,0,,,-37.8573,145.0112,Southern Metropolitan,4836,565000
Armadale,1,u,S,28/08/2016,6.3,3143,1,1,1,0,53,2013,-37.8549,145.0113,Southern Metropolitan,4836,567000
Armadale,2,u,SP,30/07/2016,6.3,3143,2,0,0,0,,,-37.8568,145.0161,Southern Metropolitan,4836,546000
Armadale,2,u,S,30/07/2016,6.3,3143,2,1,1,0,,1980,-37.8503,145.0185,Southern Metropolitan,4836,471500
Ascot Vale,2,u,S,3/9/2016,5.9,3032,3,1,2,0,,,-37.7756,144.9165,Western Metropolitan,6567,455000
Ascot Vale,3,h,S,3/12/2016,5.9,3032,3,1,2,298,108,1920,-37.7777,144.9195,Western Metropolitan,6567,940000
Ascot Vale,2,u,SP,3/12/2016,5.9,3032,2,1,1,0,62,1980,-37.7761,144.9201,Western Metropolitan,6567,467000
Ascot Vale,3,h,SP,4/3/2017,5.9,3032,3,2,2,277,174,1910,-37.7777,144.9221,Western Metropolitan,6567,1380000
Ascot Vale,2,u,VB,4/3/2017,5.9,3032,2,1,1,423,62,1970,-37.7736,144.9015,Western Metropolitan,6567,490000
Ascot Vale,4,h,S,4/3/2017,5.9,3032,4,3,1,478,270,1900,-37.7729,144.9179,Western Metropolitan,6567,1850000
Ascot Vale,3,h,S,4/3/2017,5.9,3032,3,1,2,623,,1938,-37.7758,144.9089,Western Metropolitan,6567,1284000
Ascot Vale,3,h,SP,4/6/2016,5.9,3032,3,2,2,285,128,1900,-37.775,144.9091,Western Metropolitan,6567,971000
Ascot Vale,2,h,PI,4/6/2016,5.9,3032,2,1,1,214,77,1890,-37.7776,144.9142,Western Metropolitan,6567,710000
Ascot Vale,6,h,PI,4/6/2016,5.9,3032,6,3,2,1014,435,1887,-37.7721,144.9184,Western Metropolitan,6567,2425000
Ascot Vale,2,h,SP,4/6/2016,5.9,3032,2,1,1,226,92,1920,-37.7745,144.9093,Western Metropolitan,6567,750000
Ascot Vale,2,h,S,6/8/2016,5.9,3032,2,1,1,269,109,1900,-37.7748,144.929,Western Metropolitan,6567,1053000
Ascot Vale,3,h,S,6/8/2016,5.9,3032,3,1,1,417,168,1900,-37.7756,144.9208,Western Metropolitan,6567,1377000
Ascot Vale,3,h,S,7/5/2016,5.9,3032,3,1,2,350,125,1904,-37.7759,144.91,Western Metropolitan,6567,970000
Ascot Vale,2,h,S,7/5/2016,5.9,3032,2,1,1,330,,,-37.773,144.9049,Western Metropolitan,6567,940000
Ascot Vale,2,h,PI,7/5/2016,5.9,3032,2,1,1,118,79,1890,-37.7807,144.9288,Western Metropolitan,6567,751000
Ascot Vale,2,h,SP,7/5/2016,5.9,3032,2,1,1,173,102,1900,-37.7731,144.9206,Western Metropolitan,6567,950000
Ascot Vale,2,u,S,7/11/2016,5.9,3032,2,1,2,228,90,1995,-37.7718,144.9066,Western Metropolitan,6567,685000
Ascot Vale,3,h,S,8/10/2016,5.9,3032,4,1,2,594,148,1960,-37.7819,144.9064,Western Metropolitan,6567,1230000
Ascot Vale,2,h,S,8/10/2016,5.9,3032,2,1,1,0,,,-37.7738,144.9345,Western Metropolitan,6567,636500
Ascot Vale,3,h,S,8/10/2016,5.9,3032,3,1,0,317,,,-37.7746,144.9112,Western Metropolitan,6567,910000
Ascot Vale,2,h,PI,10/9/2016,5.9,3032,2,1,1,226,87,1900,-37.7774,144.9186,Western Metropolitan,6567,770000
Ascot Vale,3,h,S,10/12/2016,5.9,3032,3,2,2,229,,2011,-37.7778,144.9065,Western Metropolitan,6567,960000
Ascot Vale,4,h,SP,10/12/2016,5.9,3032,4,1,1,300,185,1890,-37.7766,144.9143,Western Metropolitan,6567,890000
Ascot Vale,2,h,S,10/12/2016,5.9,3032,2,1,1,170,,,-37.7732,144.9206,Western Metropolitan,6567,965000
Ascot Vale,3,h,S,11/2/2017,5.9,3032,3,1,1,487,131,1900,-37.7725,144.9146,Western Metropolitan,6567,1440000
Ascot Vale,2,h,S,11/3/2017,5.9,3032,2,1,0,255,,,-37.7825,144.9208,Western Metropolitan,6567,955000
Ascot Vale,2,u,VB,12/11/2016,5.9,3032,2,1,1,0,,2010,-37.7731,144.9074,Western Metropolitan,6567,450000
Ascot Vale,3,h,S,12/11/2016,5.9,3032,3,1,2,431,,1950,-37.781,144.9207,Western Metropolitan,6567,801000
Ascot Vale,3,h,PI,12/11/2016,5.9,3032,3,2,2,440,120,1955,-37.7746,144.9031,Western Metropolitan,6567,1000000
Ascot Vale,3,h,S,12/11/2016,5.9,3032,3,2,2,532,147,1950,-37.7737,144.904,Western Metropolitan,6567,1435000
Ascot Vale,1,u,S,12/11/2016,5.9,3032,1,1,1,0,58,1972,-37.7723,144.9094,Western Metropolitan,6567,390000
Ascot Vale,3,h,PI,13/08/2016,5.9,3032,3,2,2,495,139,1920,-37.7821,144.9055,Western Metropolitan,6567,1425000
Ascot Vale,4,h,S,14/05/2016,5.9,3032,3,2,2,683,232,1978,-37.775,144.932,Western Metropolitan,6567,1340000
Ascot Vale,3,h,S,14/05/2016,5.9,3032,3,1,1,263,117,1910,-37.7753,144.9116,Western Metropolitan,6567,955000
Ascot Vale,4,h,VB,15/10/2016,5.9,3032,4,2,5,559,195,1920,-37.7791,144.9136,Western Metropolitan,6567,1100000
Ascot Vale,3,h,S,15/10/2016,5.9,3032,3,2,2,308,,,-37.7759,144.9338,Western Metropolitan,6567,1255000
Ascot Vale,2,u,S,15/10/2016,5.9,3032,2,1,1,0,62,1978,-37.773,144.9303,Western Metropolitan,6567,432000
Ascot Vale,4,h,S,16/04/2016,5.9,3032,4,3,2,562,204,1890,-37.782,144.903,Western Metropolitan,6567,1640000
Ascot Vale,6,h,S,16/04/2016,5.9,3032,4,2,1,461,286,1900,-37.78,144.9295,Western Metropolitan,6567,1430000
Ascot Vale,2,u,SP,16/04/2016,5.9,3032,2,1,1,301,104,1995,-37.7791,144.914,Western Metropolitan,6567,610000
Ascot Vale,3,h,S,16/04/2016,5.9,3032,3,3,1,491,127,1950,-37.7727,144.9136,Western Metropolitan,6567,940000
Ascot Vale,3,h,SP,16/07/2016,5.9,3032,3,1,1,242,110,1920,-37.7765,144.9114,Western Metropolitan,6567,890000
Ascot Vale,3,h,SP,17/09/2016,5.9,3032,3,2,2,617,149,1930,-37.7742,144.906,Western Metropolitan,6567,1180000
Ascot Vale,4,h,S,17/09/2016,5.9,3032,4,2,2,597,180,1939,-37.7757,144.9088,Western Metropolitan,6567,1480000
Ascot Vale,2,h,S,18/03/2017,5.9,3032,2,1,1,387,,,-37.7734,144.9191,Western Metropolitan,6567,1150000
Ascot Vale,3,h,S,18/03/2017,5.9,3032,3,1,3,575,,,-37.7828,144.9049,Western Metropolitan,6567,1350000
Ascot Vale,5,h,S,18/03/2017,5.9,3032,5,2,2,521,,,-37.7778,144.9261,Western Metropolitan,6567,1905000
Ascot Vale,2,t,SP,18/03/2017,5.9,3032,2,2,1,146,132,2015,-37.7713,144.9038,Western Metropolitan,6567,865000
Ascot Vale,2,t,S,18/06/2016,5.9,3032,2,2,1,113,,1998,-37.7712,144.9088,Western Metropolitan,6567,705000
Ascot Vale,2,u,S,18/06/2016,5.9,3032,2,1,1,0,62,1975,-37.7733,144.9219,Western Metropolitan,6567,442000
Ascot Vale,2,u,S,19/11/2016,5.9,3032,2,2,1,0,,,-37.7786,144.9141,Western Metropolitan,6567,540000
Ascot Vale,3,h,S,19/11/2016,5.9,3032,3,1,2,506,110,1920,-37.7779,144.9133,Western Metropolitan,6567,1037500
Ascot Vale,3,t,S,19/11/2016,5.9,3032,3,2,2,318,160,2013,-37.7744,144.9035,Western Metropolitan,6567,1050000
Ascot Vale,2,u,S,19/11/2016,5.9,3032,2,1,1,0,65,1970,-37.7749,144.9137,Western Metropolitan,6567,440000
Ascot Vale,2,h,S,19/11/2016,5.9,3032,2,1,1,325,,,-37.7722,144.9117,Western Metropolitan,6567,1010000
Ascot Vale,4,h,S,22/05/2016,5.9,3032,4,2,0,418,158,1900,-37.7766,144.9187,Western Metropolitan,6567,1430000
Ascot Vale,2,u,VB,22/05/2016,5.9,3032,2,1,1,0,,,-37.7779,144.9137,Western Metropolitan,6567,570000
Ascot Vale,2,u,S,22/05/2016,5.9,3032,2,1,1,0,,,-37.7728,144.9169,Western Metropolitan,6567,690000
Ascot Vale,3,h,S,23/04/2016,5.9,3032,3,1,2,414,,,-37.7766,144.9185,Western Metropolitan,6567,1291000
Ascot Vale,3,h,S,23/04/2016,5.9,3032,3,2,1,272,157,1900,-37.7774,144.928,Western Metropolitan,6567,1130000
Ascot Vale,3,h,S,24/09/2016,5.9,3032,3,1,1,296,104,1910,-37.777,144.9176,Western Metropolitan,6567,1135000
Ascot Vale,4,h,PI,24/09/2016,5.9,3032,4,2,1,298,147,1920,-37.7778,144.9131,Western Metropolitan,6567,950000
Ascot Vale,3,u,PI,24/09/2016,5.9,3032,3,2,1,0,148,,-37.7722,144.9163,Western Metropolitan,6567,790000
Ascot Vale,2,u,PI,25/02/2017,5.9,3032,2,1,1,1957,69,2012,-37.7731,144.9074,Western Metropolitan,6567,390000
Ascot Vale,4,h,S,25/02/2017,5.9,3032,4,1,1,552,155,1920,-37.7769,144.9138,Western Metropolitan,6567,1345000
Ascot Vale,3,h,S,25/02/2017,5.9,3032,3,2,2,416,168,1900,-37.7727,144.9055,Western Metropolitan,6567,1381500
Ascot Vale,3,h,S,26/07/2016,5.9,3032,3,2,2,285,172,2011,-37.7778,144.9061,Western Metropolitan,6567,940000
Ascot Vale,3,h,S,26/07/2016,5.9,3032,3,2,1,314,177,2010,-37.7778,144.9042,Western Metropolitan,6567,995000
Ascot Vale,3,h,SP,26/07/2016,5.9,3032,3,1,3,536,,,-37.7728,144.9076,Western Metropolitan,6567,1050000
Ascot Vale,3,h,S,26/07/2016,5.9,3032,3,2,1,576,120,1940,-37.7816,144.9217,Western Metropolitan,6567,786000
Ascot Vale,2,h,PI,27/06/2016,5.9,3032,2,1,3,252,108,1910,-37.7825,144.9206,Western Metropolitan,6567,705000
Ascot Vale,2,h,PI,27/06/2016,5.9,3032,2,1,1,124,77,1900,-37.7807,144.9285,Western Metropolitan,6567,760000
Ascot Vale,3,u,S,27/06/2016,5.9,3032,3,1,3,0,,1972,-37.7723,144.9094,Western Metropolitan,6567,487500
Ascot Vale,3,t,S,27/11/2016,5.9,3032,3,2,2,200,144,2003,-37.7766,144.9277,Western Metropolitan,6567,1000000
Ascot Vale,4,h,PI,27/11/2016,5.9,3032,4,2,1,349,,1920,-37.7775,144.913,Western Metropolitan,6567,1110000
Ascot Vale,4,h,PI,27/11/2016,5.9,3032,4,1,4,664,,,-37.7765,144.9132,Western Metropolitan,6567,1300000
Ascot Vale,3,h,PI,27/11/2016,5.9,3032,3,1,1,555,,,-37.7767,144.9125,Western Metropolitan,6567,1060000
Ascot Vale,3,h,PI,27/11/2016,5.9,3032,3,2,2,459,,,-37.7767,144.9124,Western Metropolitan,6567,1410000
Ascot Vale,3,h,S,28/05/2016,5.9,3032,2,1,1,278,166,1900,-37.7768,144.9223,Western Metropolitan,6567,1305000
Ascot Vale,3,h,S,28/05/2016,5.9,3032,3,2,1,254,,,-37.7738,144.9215,Western Metropolitan,6567,932500
Ascot Vale,3,h,S,28/08/2016,5.9,3032,3,1,0,216,,,-37.7792,144.9297,Western Metropolitan,6567,965000
Ascot Vale,3,h,S,28/08/2016,5.9,3032,3,1,1,452,175,1960,-37.7762,144.9174,Western Metropolitan,6567,1215000
Ascot Vale,2,u,S,28/08/2016,5.9,3032,2,1,2,194,71,1900,-37.7772,144.9118,Western Metropolitan,6567,545000
Ascot Vale,4,h,S,30/07/2016,5.9,3032,4,2,4,598,273,2012,-37.7774,144.9104,Western Metropolitan,6567,1705000
Ascot Vale,3,h,S,30/07/2016,5.9,3032,2,1,1,194,,,-37.7756,144.921,Western Metropolitan,6567,970000
Ascot Vale,2,h,S,30/07/2016,5.9,3032,2,1,1,407,,,-37.7756,144.9105,Western Metropolitan,6567,925000
Ashburton,4,h,S,3/9/2016,11,3147,4,3,2,753,399,2015,-37.8669,145.0767,Southern Metropolitan,3052,2650000
Ashburton,3,h,S,3/12/2016,11,3147,3,2,2,599,220,1930,-37.8673,145.0688,Southern Metropolitan,3052,1670000
Ashburton,3,t,S,3/12/2016,11,3147,3,2,2,203,,,-37.8655,145.0807,Southern Metropolitan,3052,955000
Ashburton,3,t,S,3/12/2016,11,3147,3,3,4,310,315,2014,-37.874,145.0714,Southern Metropolitan,3052,2050000
Ashburton,2,u,VB,4/3/2017,11,3147,2,1,1,710,,2010,-37.8636,145.0794,Southern Metropolitan,3052,500000
Ashburton,2,h,S,4/3/2017,11,3147,2,1,2,679,,,-37.869,145.0822,Southern Metropolitan,3052,1575000
Ashburton,3,h,S,4/6/2016,11,3147,3,2,2,731,149,1935,-37.8666,145.0676,Southern Metropolitan,3052,1555000
Ashburton,3,h,PI,8/10/2016,11,3147,3,3,2,276,178,2004,-37.8699,145.0778,Southern Metropolitan,3052,1100000
Ashburton,3,h,S,8/10/2016,11,3147,3,1,2,583,112,1950,-37.8685,145.0786,Southern Metropolitan,3052,1337000
Ashburton,8,h,S,10/9/2016,11,3147,9,7,4,1472,618,2009,-37.8729,145.0788,Southern Metropolitan,3052,2950000
Ashburton,4,h,SP,10/9/2016,11,3147,4,2,1,681,,1940,-37.8612,145.0858,Southern Metropolitan,3052,2215000
Ashburton,3,h,S,10/9/2016,11,3147,3,2,2,516,145,1920,-37.8675,145.0668,Southern Metropolitan,3052,1518000
Ashburton,3,h,S,10/12/2016,11,3147,3,1,2,806,101,1950,-37.8695,145.084,Southern Metropolitan,3052,1710000
Ashburton,3,h,S,10/12/2016,11,3147,3,1,3,780,152,1940,-37.8599,145.0815,Southern Metropolitan,3052,1655000
Ashburton,4,h,VB,12/11/2016,11,3147,4,2,2,780,180,1938,-37.86,145.0817,Southern Metropolitan,3052,1550000
Ashburton,3,h,S,14/05/2016,11,3147,3,2,2,351,228,2006,-37.8742,145.07,Southern Metropolitan,3052,1662000
Ashburton,3,h,S,15/10/2016,11,3147,3,2,3,702,145,1945,-37.8737,145.0695,Southern Metropolitan,3052,1665000
Ashburton,2,h,S,16/04/2016,11,3147,2,1,2,704,,,-37.8745,145.0738,Southern Metropolitan,3052,1445000
Ashburton,5,h,S,18/03/2017,11,3147,5,5,2,755,444,2015,-37.8598,145.0796,Southern Metropolitan,3052,3510000
Ashburton,3,t,S,18/06/2016,11,3147,3,1,1,227,,,-37.8709,145.0857,Southern Metropolitan,3052,968000
Ashburton,3,t,S,19/11/2016,11,3147,3,2,2,153,110,1990,-37.8655,145.0808,Southern Metropolitan,3052,900000
Ashburton,3,h,S,22/05/2016,11,3147,3,1,2,545,,,-37.8605,145.0833,Southern Metropolitan,3052,1500000
Ashburton,5,h,S,22/08/2016,11,3147,6,4,2,1075,390,2010,-37.8714,145.073,Southern Metropolitan,3052,2752000
Ashburton,3,h,VB,22/08/2016,11,3147,3,2,2,710,139,1945,-37.8653,145.0897,Southern Metropolitan,3052,1500000
Ashburton,4,h,S,25/02/2017,11,3147,4,2,4,749,206,1950,-37.8669,145.077,Southern Metropolitan,3052,1800000
Ashburton,3,h,S,25/02/2017,11,3147,3,2,3,724,168,1940,-37.8619,145.0879,Southern Metropolitan,3052,1830000
Ashburton,3,h,S,27/06/2016,11,3147,3,1,1,605,111,1950,-37.8703,145.0774,Southern Metropolitan,3052,1415000
Ashburton,2,h,PI,27/06/2016,11,3147,2,1,1,687,104,1940,-37.872,145.0692,Southern Metropolitan,3052,1440000
Ashburton,4,t,VB,27/11/2016,11,3147,4,2,2,321,199,2007,-37.8693,145.08,Southern Metropolitan,3052,1250000
Ashburton,3,h,S,27/11/2016,11,3147,3,1,2,583,,,-37.8679,145.0781,Southern Metropolitan,3052,1422000
Ashburton,5,h,S,27/11/2016,11,3147,5,3,4,700,266,1950,-37.8724,145.0758,Southern Metropolitan,3052,1600000
Ashburton,4,h,S,27/11/2016,11,3147,4,2,3,696,274,2000,-37.8711,145.0746,Southern Metropolitan,3052,1860000
Ashburton,3,t,S,27/11/2016,11,3147,3,2,2,295,,1990,-37.8624,145.0798,Southern Metropolitan,3052,1710000
Ashburton,4,h,PI,28/05/2016,11,3147,4,2,2,514,240,1935,-37.8664,145.0772,Southern Metropolitan,3052,1790000
Ashburton,4,h,S,28/05/2016,11,3147,4,2,2,844,278,1940,-37.8715,145.0688,Southern Metropolitan,3052,1950000
Ashburton,3,h,S,28/05/2016,11,3147,3,1,2,637,,,-37.8645,145.0797,Southern Metropolitan,3052,1600000
Ashburton,3,h,PI,28/08/2016,11,3147,3,1,2,1063,,,-37.8752,145.0754,Southern Metropolitan,3052,1320000
Ashburton,3,h,S,28/08/2016,11,3147,3,1,1,697,164,1947,-37.8636,145.0903,Southern Metropolitan,3052,1650000
Ashwood,2,h,S,3/9/2016,12.2,3147,2,1,1,583,,1950,-37.8693,145.1082,Southern Metropolitan,2894,995000
Ashwood,3,h,S,3/12/2016,12.2,3147,3,1,1,842,,,-37.867,145.1092,Southern Metropolitan,2894,1250000
Ashwood,3,u,S,4/3/2017,12.2,3147,3,2,2,467,,,-37.8639,145.0968,Southern Metropolitan,2894,1045000
Ashwood,4,h,SP,4/3/2017,12.2,3147,4,3,2,372,201,2016,-37.8716,145.0999,Southern Metropolitan,2894,1200000
Ashwood,2,h,VB,4/6/2016,12.2,3147,2,1,2,695,114,1950,-37.8694,145.0944,Southern Metropolitan,2894,1075000
Ashwood,4,h,S,6/8/2016,12.2,3147,2,2,2,621,203,2000,-37.8647,145.1023,Southern Metropolitan,2894,1500000
Ashwood,3,h,S,7/5/2016,12.2,3147,3,1,2,723,,,-37.8642,145.1109,Southern Metropolitan,2894,1120000
Ashwood,2,t,S,7/11/2016,12.2,3147,2,1,2,367,110,1970,-37.8662,145.109,Southern Metropolitan,2894,700000
Ashwood,3,h,PI,7/11/2016,12.2,3147,3,2,4,400,94,1950,-37.8675,145.106,Southern Metropolitan,2894,761000
Ashwood,4,h,SP,8/10/2016,12.2,3147,4,2,1,724,,,-37.8651,145.1109,Southern Metropolitan,2894,1270000
Ashwood,4,h,S,8/10/2016,12.2,3147,4,2,2,526,,,-37.8661,145.1013,Southern Metropolitan,2894,1510000
Ashwood,3,h,S,10/9/2016,12.2,3147,3,1,1,792,792,1950,-37.864,145.0972,Southern Metropolitan,2894,1365000
Ashwood,4,h,VB,10/12/2016,12.2,3147,3,2,2,803,152,1970,-37.8621,145.1126,Southern Metropolitan,2894,1100000
Ashwood,4,h,S,13/08/2016,12.2,3147,4,3,2,724,,,-37.8651,145.1107,Southern Metropolitan,2894,1415000
Ashwood,2,u,S,14/05/2016,12.2,3147,2,1,1,216,90,2003,-37.8711,145.1017,Southern Metropolitan,2894,690000
Ashwood,3,h,S,15/10/2016,12.2,3147,3,2,3,782,215,1950,-37.8621,145.1021,Southern Metropolitan,2894,1631000
Ashwood,4,h,S,15/10/2016,12.2,3147,4,2,1,593,255,1930,-37.8655,145.096,Southern Metropolitan,2894,1500000
Ashwood,3,h,S,16/07/2016,12.2,3147,2,1,2,772,,,-37.8707,145.1036,Southern Metropolitan,2894,1060000
Ashwood,5,h,S,17/09/2016,12.2,3147,5,3,2,585,317,2000,-37.8637,145.1024,Southern Metropolitan,2894,1529500
